SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
5.29133		51.046	144	250			134	13
14.5203		50.709	238	122			94	86
10.8491		50.636	417	1027			54	40
7.63958		50.663	276	1546			66	35
5.15951		50.789	276	1546			13	34
5.16811		50.789	276	1546			0	22
2.53812		50.728	276	1546			17	8
5.15874		50.594	276	1546			10	25
3.94696		50.635	145	2942			26	19
3.20177		50.974	74	1360			60	13
5.22705		50.549	85	930			55	29
7.04146		50.622	116	621			31	25
6.60239		50.948	155	621			39	27
6.91791		51.327	4	601			40	28
9.89932		51.303	174	512			37	43
7.6612		51.128	201	512			41	26
9.40835		50.802	204	501			19	29
15.3946		50.589	248	412			70	76
11.7955		50.981	258	394			41	47
18.9824		50.787	298	338			67	76
11.6344		50.842	301	338			31	14
10.0622		50.676	277	368			24	43
10.9452		50.715	200	510			21	29
10.7652		50.661	200	510			25	38
7.5538		50.762	99	1029			22	17
5.88146		50.82	141	496			43	37
6.9384		50.833	159	496			18	25
18.1522		50.399	256	257			102	78
15.0117		50.503	314	322			58	51
11.7611		50.625	315	429			23	25
10.9323		50.719	305	333			30	56
13.3681		50.708	213	441			77	54
10.7795		50.634	233	434			28	34
5.54112		50.863	234	434			2	0
11.7874		51.067	239	425			85	56
13.5098		50.703	239	425			84	40
8.15056		50.651	234	347			22	26
8.48717		50.76	234	434			12	23
6.39327		51.195	236	434			11	26
11.5921		54.418	203	417			42	40
9.09042		53.555	219	334			16	20
14.1737		51.22	268	510			52	77
12.4344		50.692	276	355			40	44
13.3113		50.716	298	324			26	36
14.0887		50.589	327	296			29	50
18.8895		50.734	344	296			62	65
16.0842		50.628	292	349			29	54
12.6994		50.494	235	282			72	57
8.94445		50.495	246	282			11	20
15.4195		50.617	269	262			23	62
12.3737		51.247	295	262			26	28
13.4848		50.984	331	262			36	42
15.9388		50.683	364	280			47	56
14.9		50.783	263	386			78	55
9.68864		50.761	263	387			25	31
20.7303		50.714	314	314			80	86
12.5112		51.441	360	359			46	61
14.4745		51.351	364	269			4	30
14.7188		51.362	281	487			42	54
6.83578		50.841	140	648			25	24
9.85232		50.927	170	366			44	38
10.2124		50.721	209	296			39	27
11.9225		51.191	246	225			37	30
12.9393		51.032	274	281			28	43
11.8313		50.969	283	225			9	25
7.87193		50.801	241	423			35	31
8.97949		50.667	193	423			20	26
9.23499		50.684	173	589			44	27
8.01049		50.557	171	594			35	28
5.81073		50.504	176	462			59	27
11.7342		50.397	178	455			56	43
8.84839		50.585	199	454			41	38
9.9863		50.481	223	454			45	36
11.3894		50.591	243	331			37	52
13.567		50.626	284	441			41	44
16.0802		50.597	312	260			42	56
10.7228		50.567	312	325			17	43
16.7106		50.984	312	325			58	58
10.4454		51.623	208	487			56	40
9.07863		51.129	221	336			29	46
13.3224		50.678	4	368			44	44
10.0427		50.664	285	358			14	38
11.1104		50.914	285	358			35	34
20.6484		50.508	311	261			76	71
18.8432		50.647	333	407			56	81
11.8782		50.635	333	305			11	29
13.0059		50.756	333	407			10	27
16.1524		50.722	320	305			46	57
16.7474		50.736	333	305			45	51
11.452		50.706	333	407			5	29
14.0873		50.766	295	344			21	28
8.08166		50.866	218	449			27	31
17.9345		50.698	296	424			78	66
10.5152		50.608	304	318			8	26
12.7254		51.143	321	318			30	52
10.0971		51.045	321	318			12	28
9.87095		50.935	143	572			48	37
7.964		50.738	123	762			30	32
11.2415		50.565	167	553			48	49
6.96244		50.548	181	415			14	22
