SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
91.8699		52.536	2152	18			2142	21
108.522		51.915	2824	155			443	6
49.1414		50.959	360	284			4379	0
124.583		51.107	1965	51			9103	1
147.508		50.836	2150	63			2898	31
69.9468		51.13	2150	47			629	11
126.067		65.713	2074	65			6479	19
126.029		56.046	1897	43			1803	18
109.528		100.136	1897	71			2454	23
100.836		104.162	1297	78			5634	16
94.8407		104.162	1151	88			8289	0
92.9058		98.235	840	121			8289	0
95.8661		101.067	841	121			8286	0
97.9258		53.991	1675	63			8279	0
105.435		79.403	1675	63			8291	0
87.2676		79.403	879	97			8289	0
95.9934		105.584	882	120			8288	0
97.0645		100.609	878	121			8289	0
96.3294		105.064	878	161			8280	0
96.3995		102.345	883	120			8287	0
96.7597		101.68	878	121			8289	0
95.7004		105.588	881	161			8289	0
97.2266		99.84	878	121			8289	0
93.42		103.824	4	121			8281	0
107.288		78.733	1527	69			8290	0
96.5386		78.733	1527	92			8289	0
88.8879		99.111	872	121			8289	0
96.5614		102.943	872	97			8289	0
95.9699		105.894	881	120			8281	0
97.0017		99.91	872	121			8289	0
96.25		104.029	871	162			8289	0
96.549		99.991	872	121			8289	0
96.8217		102.116	873	121			8288	0
95.5138		104.425	869	121			8281	0
98.8506		53.095	1630	64			8287	0
104.007		77.313	1630	64			8294	0
88.0271		81.712	870	162			8288	0
96.0396		99.573	873	121			8289	0
96.6175		103.244	872	121			8281	0
95.6879		104.597	871	121			8288	0
97.3529		98.669	869	121			8290	0
96.5612		103.699	871	97			8289	0
96.0828		101.2	871	121			8289	0
97.0222		101.873	882	120			8281	0
93.8353		104.908	4	121			8290	0
108.919		73.11	1711	63			8290	0
96.5295		73.11	1711	63			8288	0
87.1504		112.819	938	154			8289	0
95.873		105.769	897	121			8266	0
96.8087		103.156	894	121			8289	0
96.3756		106.478	892	162			8290	0
96.1904		104.584	892	121			8289	0
97.0628		102.185	893	121			8290	0
96.4591		107.023	892	97			8283	0
95.9234		106.226	892	121			8288	0
97.4288		53.158	1553	68			8288	0
103.987		76.046	1553	68			8295	0
89.1899		92.288	942	113			8289	0
95.9695		110.364	880	121			8283	0
96.5388		104.493	880	97			8288	0
95.8762		105.378	879	121			8290	0
97.2395		100.81	883	121			8290	0
96.5513		104.837	882	97			8289	0
97.1015		109.349	958	111			8262	0
97.612		115.625	1048	102			8292	0
92.3454		114.572	4	120			8289	0
107.102		80.245	1594	67			8289	0
96.5378		80.245	1594	67			8290	0
88.2254		100.097	881	121			8288	0
96.5414		105.747	889	96			8280	0
95.6654		105.635	879	121			8289	0
97.3205		99.905	881	121			8289	0
96.9334		105.196	914	93			8290	0
96.2585		109.698	904	118			8290	0
96.3296		100.346	879	121			8282	0
96.4698		104.797	878	162			8289	0
103.854		54.583	1698	61			8291	0
97.1679		122.176	1724	60			4638	10
99.7431		106.777	1499	69			5916	26
89.61		106.777	876	158			8279	0
95.9093		100.595	862	120			8286	0
97.4794		113.402	943	88			8289	0
95.6666		105.122	884	118			8288	0
97.2287		111.143	929	112			8288	0
96.307		114.685	952	109			8280	0
95.8178		97.158	857	121			8290	0
90.517		102.547	4	121			8289	0
110.611		88.184	1545	68			8290	0
96.5171		88.184	1545	68			8287	0
88.0717		105.447	879	160			8281	0
96.9128		99.469	872	121			8290	0
96.7949		102.58	879	120			8290	0
95.6974		105.093	872	121			8290	0
97.3206		98.489	872	121			8290	0
97.0868		111.272	926	91			8281	0
96.4928		108.53	924	114			8287	0
95.9318		105.76	875	121			8287	0
97.7733		52.236	1628	64			8287	0
104.053		70.395	1628	64			8289	0
87.3258		70.395	870	161			8280	0
