[ 3005.286106] mode 0 cnt: 0 rate: 4294967288 bw: 0 rtt: 0 136 0
[ 3005.337265] mode 0 cnt: 1 rate: 6545208 bw: 224200 rtt: 50574 8 0
[ 3005.389375] mode 0 cnt: 2 rate: 6545208 bw: 224200 rtt: 50574 8 2
[ 3005.442416] mode 0 cnt: 3 rate: 6545208 bw: 224200 rtt: 50574 8 2
[ 3005.494178] mode 0 cnt: 0 rate: 4294967288 bw: 0 rtt: 0 136 0
[ 3005.544639] mode 0 cnt: 1 rate: 6501800 bw: 227624 rtt: 50903 8 0
[ 3005.651197] mode 0 cnt: 2 rate: 6501800 bw: 414232 rtt: 50295 8 11
[ 3005.651222] mode 0 cnt: 2 rate: 6501800 bw: 827784 rtt: 50295 10 11
[ 3005.651227] mode 0 cnt: 2 rate: 6501800 bw: 1242016 rtt: 50295 12 9
[ 3005.651232] mode 0 cnt: 2 rate: 6501800 bw: 1656248 rtt: 50295 14 7
[ 3005.651236] mode 0 cnt: 2 rate: 6501800 bw: 2069800 rtt: 50295 16 5
[ 3005.651240] mode 0 cnt: 2 rate: 6501800 bw: 2276920 rtt: 50295 16 4
[ 3005.701916] mode 0 cnt: 3 rate: 6572832 bw: 2277600 rtt: 50295 16 21
[ 3005.704002] mode 0 cnt: 3 rate: 6574808 bw: 2277600 rtt: 50295 16 23
[ 3005.708052] mode 0 cnt: 3 rate: 6574808 bw: 2277600 rtt: 50295 16 23
[ 3005.711312] mode 0 cnt: 3 rate: 6574808 bw: 2277600 rtt: 50295 16 23
[ 3005.714301] mode 0 cnt: 3 rate: 6574808 bw: 2277600 rtt: 50295 16 23
[ 3005.717766] mode 0 cnt: 3 rate: 6574808 bw: 2277600 rtt: 50295 16 21
[ 3005.721479] mode 0 cnt: 3 rate: 6574808 bw: 2277600 rtt: 50262 16 23
[ 3005.726008] mode 0 cnt: 3 rate: 6574808 bw: 2442344 rtt: 50262 18 23
[ 3005.729309] mode 0 cnt: 3 rate: 7050360 bw: 2629632 rtt: 50262 18 23
[ 3005.732310] mode 0 cnt: 3 rate: 7591024 bw: 2795056 rtt: 50262 20 23
[ 3005.735840] mode 0 cnt: 3 rate: 8068544 bw: 2814192 rtt: 50262 20 24
[ 3005.752342] mode 0 cnt: 4 rate: 8123792 bw: 4747976 rtt: 50262 28 34
[ 3005.754152] mode 0 cnt: 4 rate: 13706072 bw: 5021392 rtt: 50262 30 32
[ 3005.758027] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 36
[ 3005.761791] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 38
[ 3005.764937] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 40
[ 3005.768237] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 42
[ 3005.771981] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 44
[ 3005.776271] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 48
[ 3005.779396] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 50
[ 3005.782187] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 52
[ 3005.785628] mode 0 cnt: 4 rate: 14495360 bw: 5021392 rtt: 50262 30 54
[ 3005.788113] mode 0 cnt: 4 rate: 14495360 bw: 5265424 rtt: 50262 30 54
[ 3005.791832] mode 0 cnt: 4 rate: 15199808 bw: 5325576 rtt: 50262 30 58
[ 3005.794310] mode 0 cnt: 4 rate: 15373456 bw: 5492368 rtt: 50262 32 58
[ 3005.796674] mode 0 cnt: 4 rate: 15854920 bw: 5655736 rtt: 50262 32 60
[ 3005.800250] mode 0 cnt: 4 rate: 16326520 bw: 5697432 rtt: 50262 32 64
[ 3005.802501] mode 0 cnt: 4 rate: 16446888 bw: 5849184 rtt: 50262 32 64
[ 3005.805298] mode 0 cnt: 5 rate: 16884952 bw: 7175960 rtt: 50262 38 66
[ 3005.807269] mode 0 cnt: 5 rate: 20714992 bw: 7340696 rtt: 50262 40 68
[ 3005.808450] mode 0 cnt: 5 rate: 21190544 bw: 7603872 rtt: 50262 40 68
[ 3005.810523] mode 0 cnt: 5 rate: 21950240 bw: 7864304 rtt: 50262 42 70
[ 3005.811908] mode 0 cnt: 5 rate: 22702040 bw: 8087824 rtt: 50262 42 70
[ 3005.813604] mode 0 cnt: 5 rate: 23347288 bw: 8409096 rtt: 50262 44 72
[ 3005.815485] mode 0 cnt: 5 rate: 24274704 bw: 8545808 rtt: 50262 44 74
[ 3005.816527] mode 0 cnt: 5 rate: 24669352 bw: 8863664 rtt: 50262 46 74
[ 3005.818254] mode 0 cnt: 5 rate: 25586904 bw: 8988752 rtt: 50262 46 76
[ 3005.819546] mode 0 cnt: 5 rate: 25948008 bw: 9363344 rtt: 50262 48 76
[ 3005.821434] mode 0 cnt: 5 rate: 27029336 bw: 9480232 rtt: 50262 48 80
[ 3005.822674] mode 0 cnt: 5 rate: 27366760 bw: 9893776 rtt: 50262 50 80
[ 3005.824359] mode 0 cnt: 5 rate: 28560568 bw: 10017504 rtt: 50262 50 82
[ 3005.826217] mode 0 cnt: 5 rate: 28917720 bw: 10089960 rtt: 50262 52 84
[ 3005.827621] mode 0 cnt: 5 rate: 29126888 bw: 10683968 rtt: 50262 54 86
[ 3005.829364] mode 0 cnt: 5 rate: 30841624 bw: 10755056 rtt: 50262 54 88
[ 3005.830792] mode 0 cnt: 5 rate: 31046840 bw: 11139216 rtt: 50262 56 90
[ 3005.832192] mode 0 cnt: 5 rate: 32155800 bw: 11277296 rtt: 50262 56 92
[ 3005.834079] mode 0 cnt: 5 rate: 32554392 bw: 11452968 rtt: 50262 58 96
[ 3005.835680] mode 0 cnt: 5 rate: 33061512 bw: 11534312 rtt: 50262 58 98
[ 3005.837261] mode 0 cnt: 5 rate: 33296328 bw: 11934880 rtt: 50262 60 100
[ 3005.838681] mode 0 cnt: 5 rate: 34452640 bw: 12224024 rtt: 50262 60 104
[ 3005.840307] mode 0 cnt: 5 rate: 35287320 bw: 12288960 rtt: 50262 60 106
[ 3005.841861] mode 0 cnt: 5 rate: 35474776 bw: 12334072 rtt: 50262 62 108
[ 3005.843353] mode 0 cnt: 5 rate: 35605008 bw: 12869296 rtt: 50262 66 113
[ 3005.844733] mode 0 cnt: 5 rate: 37150048 bw: 13158440 rtt: 50262 68 114
[ 3005.846490] mode 0 cnt: 5 rate: 37984728 bw: 13158440 rtt: 50262 68 119
[ 3005.847814] mode 0 cnt: 5 rate: 37984728 bw: 13455104 rtt: 50262 68 120
[ 3005.849392] mode 0 cnt: 5 rate: 38841112 bw: 13477664 rtt: 50262 70 124
[ 3005.850595] mode 0 cnt: 5 rate: 38906224 bw: 13611640 rtt: 50262 70 128
[ 3005.851871] mode 0 cnt: 5 rate: 39292976 bw: 14153016 rtt: 50262 72 130
[ 3005.853399] mode 0 cnt: 5 rate: 40855784 bw: 14388840 rtt: 50262 74 131
[ 3005.854921] mode 0 cnt: 5 rate: 41536544 bw: 14388840 rtt: 50262 74 135
[ 3005.856105] mode 0 cnt: 6 rate: 41536544 bw: 14861864 rtt: 50254 76 139
[ 3005.857298] mode 0 cnt: 6 rate: 42902024 bw: 14956192 rtt: 50254 76 140
[ 3005.858362] mode 0 cnt: 6 rate: 43174328 bw: 15169464 rtt: 50254 76 142
[ 3005.859514] mode 0 cnt: 6 rate: 43789976 bw: 15236448 rtt: 50254 76 143
[ 3005.860490] mode 0 cnt: 6 rate: 43983352 bw: 15392984 rtt: 50254 78 147
[ 3005.861516] mode 0 cnt: 6 rate: 44435224 bw: 15615824 rtt: 50254 78 148
[ 3005.862511] mode 0 cnt: 6 rate: 45078496 bw: 15824992 rtt: 50254 80 149
[ 3005.863532] mode 0 cnt: 6 rate: 45682304 bw: 15970592 rtt: 50254 80 151
[ 3005.864663] mode 0 cnt: 6 rate: 46102608 bw: 16086112 rtt: 50254 80 155
[ 3005.865530] mode 0 cnt: 6 rate: 46436080 bw: 16243328 rtt: 50254 82 156
[ 3005.866554] mode 0 cnt: 6 rate: 46889928 bw: 16490776 rtt: 50254 82 157
[ 3005.867316] mode 0 cnt: 6 rate: 47604240 bw: 16654832 rtt: 50254 86 160
[ 3005.868296] mode 0 cnt: 6 rate: 48077816 bw: 16768296 rtt: 50254 86 162
[ 3005.869253] mode 0 cnt: 6 rate: 48405368 bw: 17088888 rtt: 50254 88 165
[ 3005.870046] mode 0 cnt: 6 rate: 49330816 bw: 17260456 rtt: 50254 88 164
[ 3005.870974] mode 0 cnt: 6 rate: 49826096 bw: 17394432 rtt: 50254 90 166
[ 3005.871831] mode 0 cnt: 6 rate: 50212848 bw: 17548232 rtt: 50254 90 168
[ 3005.872897] mode 0 cnt: 6 rate: 50656824 bw: 17827808 rtt: 50254 92 173
[ 3005.873596] mode 0 cnt: 6 rate: 51463880 bw: 18017840 rtt: 50254 92 172
[ 3005.874563] mode 0 cnt: 6 rate: 52012440 bw: 18123792 rtt: 50254 92 176
[ 3005.875147] mode 0 cnt: 6 rate: 52318288 bw: 18512048 rtt: 50254 94 177
[ 3005.876045] mode 0 cnt: 6 rate: 53439088 bw: 18637824 rtt: 50254 94 179
[ 3005.876766] mode 0 cnt: 6 rate: 53802160 bw: 19057528 rtt: 50254 96 178
[ 3005.877751] mode 0 cnt: 6 rate: 55013728 bw: 19138184 rtt: 50254 96 183
[ 3005.878382] mode 0 cnt: 6 rate: 55246568 bw: 19432112 rtt: 50254 98 182
[ 3005.879281] mode 0 cnt: 6 rate: 56095056 bw: 19536016 rtt: 50254 98 186
[ 3005.879809] mode 0 cnt: 6 rate: 56394992 bw: 20005616 rtt: 50254 100 187
[ 3005.880779] mode 0 cnt: 6 rate: 57750600 bw: 20075344 rtt: 50254 100 189
[ 3005.881359] mode 0 cnt: 6 rate: 57951872 bw: 20412336 rtt: 50254 102 188
[ 3005.882175] mode 0 cnt: 6 rate: 58924672 bw: 20536056 rtt: 50254 102 190
[ 3005.882819] mode 0 cnt: 6 rate: 59281832 bw: 20840240 rtt: 50254 104 192
[ 3005.883492] mode 0 cnt: 6 rate: 60159920 bw: 21014544 rtt: 50254 108 197
[ 3005.884260] mode 0 cnt: 6 rate: 60663088 bw: 21145104 rtt: 50254 108 196
[ 3005.884986] mode 0 cnt: 6 rate: 61039976 bw: 21627696 rtt: 50254 110 199
[ 3005.885709] mode 0 cnt: 6 rate: 62433080 bw: 21767824 rtt: 50254 112 202
[ 3005.886187] mode 0 cnt: 6 rate: 62837592 bw: 22250416 rtt: 50254 114 200
[ 3005.887102] mode 0 cnt: 6 rate: 64230696 bw: 22303048 rtt: 50254 114 203
[ 3005.887672] mode 0 cnt: 6 rate: 64382632 bw: 22750096 rtt: 50254 116 207
[ 3005.888475] mode 0 cnt: 6 rate: 65673128 bw: 22841008 rtt: 50254 116 210
[ 3005.889011] mode 0 cnt: 6 rate: 65935568 bw: 23046072 rtt: 50254 116 209
[ 3005.889699] mode 0 cnt: 6 rate: 66527536 bw: 23352304 rtt: 50254 118 212
[ 3005.890439] mode 0 cnt: 6 rate: 67411544 bw: 23480128 rtt: 50254 118 214
[ 3005.890981] mode 0 cnt: 6 rate: 67780544 bw: 23934008 rtt: 50254 120 213
[ 3005.891769] mode 0 cnt: 6 rate: 69090768 bw: 24035864 rtt: 50254 122 218
[ 3005.892262] mode 0 cnt: 6 rate: 69384784 bw: 24800760 rtt: 50254 124 219
[ 3005.893444] mode 0 cnt: 6 rate: 71592824 bw: 24901240 rtt: 50254 128 223
[ 3005.894334] mode 0 cnt: 6 rate: 71882896 bw: 25353072 rtt: 50254 130 226
[ 3005.895216] mode 0 cnt: 6 rate: 73187200 bw: 25444672 rtt: 50254 130 231
[ 3005.895519] mode 0 cnt: 6 rate: 73451616 bw: 25942296 rtt: 50254 132 229
[ 3005.896688] mode 0 cnt: 6 rate: 74888128 bw: 26048248 rtt: 50254 134 232
[ 3005.897397] mode 0 cnt: 6 rate: 75193976 bw: 26809728 rtt: 50254 136 235
[ 3005.898238] mode 0 cnt: 6 rate: 77392160 bw: 27284800 rtt: 50254 138 236
[ 3005.899448] mode 0 cnt: 6 rate: 78763552 bw: 27323080 rtt: 50254 138 244
[ 3005.899996] mode 0 cnt: 6 rate: 78874056 bw: 28083192 rtt: 50254 142 242
[ 3005.901008] mode 0 cnt: 6 rate: 81068288 bw: 28216488 rtt: 50254 142 248
[ 3005.902043] mode 0 cnt: 6 rate: 81453072 bw: 28216488 rtt: 50254 142 254
[ 3005.902230] mode 0 cnt: 6 rate: 81453072 bw: 28623200 rtt: 50254 144 251
[ 3005.903221] mode 0 cnt: 6 rate: 82627144 bw: 29035384 rtt: 50254 146 254
[ 3005.903925] mode 0 cnt: 6 rate: 83817008 bw: 29734664 rtt: 50254 152 259
[ 3005.904983] mode 0 cnt: 6 rate: 85835624 bw: 29766792 rtt: 50254 152 265
[ 3005.905641] mode 0 cnt: 6 rate: 85928360 bw: 30524856 rtt: 50254 156 268
